id;Артикул;"Название товара *";"Стоимость товара *";"Стоимость со скидкой";"Раздел товара *";"Товар в наличии";"Поставка под заказ *";"Срок поставки (дни) *";"Краткий текст";"Текст полностью";"Заголовок страницы (title)";"Описание страницы (description)";"Ключевые слова страницы (keywords)";"ЧПУ страницы (slug)";"С этим товаром покупают";"Рекламные метки";"Показывать на сайте *";"Удалить *";"Ед. измерения";Вес;"Габариты, см";НДС;"Передавать в Яндекс.Маркет";"Передавать в ВКонтакте"
52465818;32767;"Прайм шкаф купе 3 дверный фасад зеркало/зеркало/зеркало";46600;42000;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - ""Прайм""&nbsp; 3- ств ЗЕРКАЛО/ЗЕРКАЛО/ЗЕРКАЛО</span></p><p><span>Размер:&nbsp;&nbsp;1800х2300х570&nbsp;</span></p><p><span>Размер:&nbsp; 2100x23<span class=""prod-size-depth"">00*</span>570&nbsp;</span><span>&nbsp;&nbsp;</span>&nbsp;</p><p>&nbsp;Возможные цвета:</p><p>1.&nbsp;Белый снег&nbsp;</p><p>2.&nbsp;Венге</p><p>3. Сонома</p><p><span>Прайм - шкафы-купе с навесными фасадами. Плавный ход навесных фасадов достигается благодаря применению надежной системы-купе Hittich Line M со скрытым верхним ходовым профилем. Каждая дверь поделена на 4 секции. Секции расставляются в произвольном порядке, создавая новый дизайн фасада.&nbsp; Крыша и дно корпуса цельные, крепятся на усиленные эксцентриковые стяжки, за счет того, что они затягиваются, корпус получает дополнительную жесткость. </span></p><p><span>Дополнительно в шкаф можно установить модуль с 2 ящиками.</span></p><p><span>Во внутренней компоновке отделение с полками находится только справа.</span></p>";;"Купить Прайм шкаф купе 3 дверный фасад зеркало/зеркало/зеркало в Краснодар недорого — Мебель на Кубани";"Купить Прайм шкаф купе 3 дверный фасад зеркало/зеркало/зеркало в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Прайм шкаф купе 3 дверный фасад зеркало/зеркало/зеркало, Краснодар, каталог мебели, купить недорого,";;"52465789, 52465814, 52463614, 52463645, 52463658, 52463673, 52465696, 52465729, 52465762, 52463458";;1;0;шт;0г;;;1;1
52465814;32767;"Прайм шкаф купе 3 дверный фасад лдсп/зеркало/лдсп";39400;35400;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - ""Прайм""&nbsp; 3- ств ЛДСП/ЗЕРКАЛО/ЛДСП</span></p><p><span>Размер:&nbsp;&nbsp;1800х2300х570&nbsp;</span></p><p><span>Размер:&nbsp; 2100x23<span class=""prod-size-depth"">00*</span>570&nbsp;</span><span>&nbsp;&nbsp;</span>&nbsp;</p><p>&nbsp;Возможные цвета:</p><p>1.&nbsp;Белый снег&nbsp;</p><p>2.&nbsp;Венге</p><p>3. Сонома</p><p><span>Прайм - шкафы-купе с навесными фасадами. Плавный ход навесных фасадов достигается благодаря применению надежной системы-купе Hittich Line M со скрытым верхним ходовым профилем. Каждая дверь поделена на 4 секции. Секции расставляются в произвольном порядке, создавая новый дизайн фасада.&nbsp; Крыша и дно корпуса цельные, крепятся на усиленные эксцентриковые стяжки, за счет того, что они затягиваются, корпус получает дополнительную жесткость. </span></p><p><span>Дополнительно в шкаф можно установить модуль с 2 ящиками.</span></p><p><span>Во внутренней компоновке отделение с полками находится только справа.</span></p>";;"Купить Прайм шкаф купе 3 дверный фасад лдсп/зеркало/лдсп в Краснодар недорого — Мебель на Кубани";"Купить Прайм шкаф купе 3 дверный фасад лдсп/зеркало/лдсп в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Прайм шкаф купе 3 дверный фасад лдсп/зеркало/лдсп, Краснодар, каталог мебели, купить недорого, сборк";;"52465789, 52465818, 52463614, 52463645, 52463658, 52463673, 52465696, 52465729, 52465762, 52463458";;1;0;шт;0г;;;1;1
53374459;32767;"Экспресс Элемент Трио шкаф купе 1,8х2,4м";34500;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - Элемент (без зеркал)&nbsp; &nbsp;</span></p><p><br /></p><p><span>Размер:&nbsp;&nbsp;<span class=""prod-size-height"">1800</span>x<span class=""prod-size-depth"">600х2400</span>&nbsp;</span></p><p>&nbsp;&nbsp;</p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Элемент Трио шкаф купе 1,8х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Элемент Трио шкаф купе 1,8х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Элемент Трио шкаф купе 1,8х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52463458, 52463567, 52465729, 52465762, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374481;32767;"Экспресс Элемент Трио шкаф купе 2,1х2,2м";36300;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - Элемент (без зеркал)&nbsp; &nbsp;</span></p><p><br /></p><p><br /></p><p><span>Размер:&nbsp; 21<span class=""prod-size-height"">00</span>x<span class=""prod-size-depth"">600х2200</span>&nbsp;</span></p><p>&nbsp;&nbsp;</p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Элемент Трио шкаф купе 2,1х2,2м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Элемент Трио шкаф купе 2,1х2,2м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Элемент Трио шкаф купе 2,1х2,2м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52463458, 52463567, 52465729, 52465762, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374487;32767;"Экспресс Элемент Трио шкаф купе 2,1х2,4м";40100;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - Элемент (без зеркал)&nbsp; &nbsp;</span></p><p><br /></p><p><br /></p><p><span>Размер:&nbsp; 21<span class=""prod-size-height"">00</span>x<span class=""prod-size-depth"">600х2400</span>&nbsp;</span></p><p>&nbsp;&nbsp;</p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Элемент Трио шкаф купе 2,1х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Элемент Трио шкаф купе 2,1х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Элемент Трио шкаф купе 2,1х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52463458, 52463567, 52465729, 52465762, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374495;32767;"Экспресс Элемент Трио шкаф купе 2,4х2,2м";40700;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - Элемент (без зеркал)&nbsp; &nbsp;</span></p><p><span>&nbsp;</span></p><p><span>Размер:&nbsp; 24<span class=""prod-size-height"">00</span>x<span class=""prod-size-depth"">600х2200</span>&nbsp;</span></p><p>&nbsp;&nbsp;</p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Элемент Трио шкаф купе 2,4х2,2м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Элемент Трио шкаф купе 2,4х2,2м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Элемент Трио шкаф купе 2,4х2,2м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52463458, 52463567, 52465729, 52465762, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374500;32767;"Экспресс Элемент Трио шкаф купе 2,4х2,4м";44400;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p><span>Шкаф-купе - Элемент (без зеркал)&nbsp; &nbsp;</span></p><p><br /></p><p><br /></p><p><span>Размер:&nbsp; 24<span class=""prod-size-height"">00</span>x<span class=""prod-size-depth"">600х2400</span>&nbsp;</span></p><p>&nbsp;&nbsp;</p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Элемент Трио шкаф купе 2,4х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Элемент Трио шкаф купе 2,4х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Элемент Трио шкаф купе 2,4х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52463458, 52463567, 52465729, 52465762, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374561;32767;"Экспресс Медиум Трио шкаф купе 2,1х2,2";37400;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Медиум Трио""</p><p><br /></p><p><br /></p><p><span>Размер: 2100х600х2200</span></p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Медиум Трио шкаф купе 2,1х2,2 в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Медиум Трио шкаф купе 2,1х2,2 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Медиум Трио шкаф купе 2,1х2,2, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465762, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374568;32767;"Экспресс Медиум Трио шкаф купе 2,1х2,4";41100;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Медиум Трио""</p><p><br /></p><p><br /></p><p>Размер: 2100х600х2400</p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Медиум Трио шкаф купе 2,1х2,4 в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Медиум Трио шкаф купе 2,1х2,4 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Медиум Трио шкаф купе 2,1х2,4, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465762, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374584;32767;"Экспресс Медиум Трио шкаф купе 2,4х2,2";41900;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Медиум Трио""</p><p><br /></p><p>Размер: 2400х600х2200<br /></p><p><br /></p><p><span><span>4цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Медиум Трио шкаф купе 2,4х2,2 в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Медиум Трио шкаф купе 2,4х2,2 в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Медиум Трио шкаф купе 2,4х2,2, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465762, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374590;32767;"Экспресс Медиум Трио шкаф купе 2,4х2,4м";45600;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Медиум Трио""</p><p><br /></p><p><br /></p><p>Размер: 2400х600х2400</p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Медиум Трио шкаф купе 2,4х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Медиум Трио шкаф купе 2,4х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Медиум Трио шкаф купе 2,4х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465762, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374614;32767;"Экспресс Экспенс Трио шкаф купе 1,8х2,4м";37400;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Экспенс Трио""</p><p><br /></p><p><br /></p><p><span>Размер:&nbsp;<span class=""prod-size-height"">1800х</span><span class=""prod-size-depth"">600х2400</span></span></p><p><br /></p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Экспенс Трио шкаф купе 1,8х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Экспенс Трио шкаф купе 1,8х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Экспенс Трио шкаф купе 1,8х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465729, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374622;32767;"Экспресс Экспенс Трио шкаф купе 2,1х2,2м";38400;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Экспенс Трио""</p><p><br /></p><p><br /></p><p><span>Размер: 2100х600х2200</span></p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Экспенс Трио шкаф купе 2,1х2,2м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Экспенс Трио шкаф купе 2,1х2,2м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Экспенс Трио шкаф купе 2,1х2,2м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465729, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374639;32767;"Экспресс Экспенс Трио шкаф купе 2,1х2,4м";42100;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Экспенс Трио""</p><p><br /></p><p><br /></p><p>Размер: 2100х600х2400</p><p><br /></p><p><span><span>5 цветов корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Экспенс Трио шкаф купе 2,1х2,4м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Экспенс Трио шкаф купе 2,1х2,4м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Экспенс Трио шкаф купе 2,1х2,4м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465729, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
53374653;32767;"Экспресс Экспенс Трио шкаф купе 2,4х2,2м";44400;;"ШКАФЫ => Шкафы-купе";100;0;1;"<p>Шкаф-купе ""Экспресс&nbsp;Экспенс Трио""</p><p><br /></p><p><br /></p><p>Размер: 2400х600х2200</p><p><br /></p><p><span><span>4 цвета корпуса: Белый снег, Венге, Ясень Шимо светлый, Сонома</span></span></p><p><span><span>Толщина ЛДСП корпуса &mdash; 16 мм</span></span><br /><span><span>Это оптимальная толщина ЛДСП. Шкаф получается прочным, при этом система направляющих и ролики не изнашиваются от избыточной тяжести. Используется ДСП австрийского производителя Egger.</span></span><br /><span><span>Ударостойкая кромка ПВХ защищает торцы шкафа от сколов и повреждений.</span></span><br /><span><span>Алюминиевый профиль обеспечивает плавный ход дверей и продлевает срок службы шкафа.</span></span><br /><span><span>Материал задней стенки выполнен из плиты HDF, которая не прогнется со временем.</span></span><br /><span><span>Отдельный цоколь позволяет поставить шкаф вплотную к стене.</span></span><br /><span><span>Безопасные стекла и зеркала не осыпаются даже при сильном ударе благодаря противоосколочной пленке.</span></span><br /><span>Кромка ПВХ.</span></p><p><span style=""font-size: 1rem;"">Дополнительно шкаф можно укомплектовать модулем с ящиками и угловым терминалом.</span><br /></p>";;"Купить Экспресс Экспенс Трио шкаф купе 2,4х2,2м в Краснодар недорого — Мебель на Кубани";"Купить Экспресс Экспенс Трио шкаф купе 2,4х2,2м в Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качества!";"Экспресс Экспенс Трио шкаф купе 2,4х2,2м, Краснодар, каталог мебели, купить недорого, сборка мебели";;"52465696, 52465729, 52463458, 52463567, 52465789, 52465814, 52465818, 52463614, 52463645";;1;0;шт;0г;;;1;1
